Iteration,Result,Mean
13,4.073178136877096,4.073178136877096
15,4.011487598444215,4.042332867660655
19,4.039340529236946,4.0413354215194195
23,4.056019915003124,4.045006544890345
24,3.9879597434449185,4.03359718460126
33,4.003538308824882,4.028587371971864
34,4.061268868836515,4.033256157238243
38,4.015820672738651,4.0310767216757935
51,4.146925160675792,4.0439487704535715
56,4.115934511474892,4.051147344555703
59,4.038119764589774,4.049963019104255
61,4.111982494977486,4.055131308760358
62,4.145057461966154,4.062048705160803
82,4.073003669974807,4.062831202647518
84,4.275155391613488,4.076986148578583
94,4.180463315659005,4.08345347152111
96,4.099181376414533,4.084378642397193
98,3.9321738196778058,4.075922818912783
100,4.025952586949928,4.073292806704211
109,4.014814807043171,4.070368906721159
110,3.978468995284802,4.065992720462285
121,3.9038776727274715,4.058623854656157
127,4.14433940981393,4.062350617923886
128,4.161738470229087,4.066491778436602
139,4.120944304237134,4.068669879468624
148,4.232853480841611,4.074984633367585
149,3.9494133157241356,4.070333843825234
154,4.163627364812968,4.073665755289082
159,4.142953759967712,4.076054996829725
173,3.9351200728916584,4.071357166031789
175,3.9829432153959345,4.068505103108052
176,3.92961856793407,4.064164898883865
185,4.064981083684235,4.064189631756604
186,3.9540860388794177,4.060951290789627
191,3.9993790925317696,4.059192085125117
196,3.895217062352372,4.05463722338143
202,3.8601949830606173,4.049382027697083
212,3.7945937931928766,4.042677074157499
214,3.931282490695406,4.039820802786676
215,3.745519354048878,4.0324632665682305
217,3.7834015157099796,4.02638858971803
218,3.71172304451793,4.018896552927551
222,4.020379735443236,4.018931045544195
232,3.930241369737427,4.016915371094041
239,3.9256558436016764,4.01488738159421
256,3.833971690765207,4.0109544317935795
257,3.971164009848606,4.010107827071346
261,4.111897236865372,4.012228439775388
275,3.9430280585866746,4.010816187098067
279,3.833700481070501,4.007273872977516
280,3.857105031340711,4.0043293858865985
325,3.957470153425248,4.003428246800803
331,4.040939650115064,4.004136009127487
332,3.9994126030438446,4.004048538644457
339,3.7549251665865713,3.999519022788859
352,3.6250364794689096,3.9928318345152887
353,3.717197879699717,3.9879961510974713
369,3.708875429081722,3.9831837248558206
373,3.8093095260651038,3.980236704537334
388,3.6735720683751176,3.9751256272679636
396,3.8693239834334587,3.9733911740903487
397,3.870821473337441,3.9717368240782047
398,3.737336176533823,3.9680161788790875
404,3.819352842928795,3.9656933142548643
405,3.760446357102529,3.9625356687602133
414,3.8258677949457507,3.960464943399388
422,3.904487569430757,3.959629460205827
432,3.8705038554098734,3.9583187895470626
435,3.938386280298997,3.958029912601438
439,4.001872138438846,3.958656230113401
441,3.9874591676174647,3.959061905289515
443,4.079703836813244,3.9607374876717887
447,4.021513245138269,3.9615700322946177
448,4.048805861338547,3.9627488948492653
449,3.8333852137107867,3.9610240457674193
453,4.106792586894302,3.96294205288751
458,3.9880295490598456,3.9632678645261117
464,4.067020523715662,3.9645980268234133
466,4.063255280821326,3.9658468528233874
469,3.9982678367238083,3.966252115122143
474,3.918734210835123,3.9656654743284756
482,4.1129077513901,3.967461111853617
483,3.9571479787633304,3.967336857238071
488,3.8948336768066776,3.9664737241376975
490,3.7749070442890043,3.9642199984924194
500,3.967121308280334,3.9642537346527438
502,3.9506185977682193,3.9640970089414274
512,4.024361926469436,3.9647818375497006
535,3.531609325837326,3.9599147306765277
545,3.8967484807396096,3.959212883455007
557,3.7136511482310763,3.9565144028481503
591,3.732587953629934,3.954080419704474
626,3.8412313487469114,3.952866988833963
635,3.6366018390468544,3.9495024659638873
654,3.8320437145589024,3.948266058054361
670,3.7865885168248696,3.9465819169998873
677,3.8146057284902053,3.9452213377369008
758,3.562590229060529,3.9413169386687743
810,3.6789602419863465,3.938666871025518
817,3.736073145618828,3.936640933771451
821,3.7143740517989645,3.934440271573704
825,3.865260525694018,3.9337620387709613
836,3.726019128019028,3.9317451173073503
861,3.7351292272135876,3.9298545799026026
865,3.7077365450177733,3.9277391700465567
872,3.648993323136228,3.9251094922455154
873,3.7173420024229364,3.923167740004183
879,3.4108977160803375,3.918424499041925
885,3.43299836605937,3.9139710482806174
887,3.5560552845033606,3.910717268609915
888,3.604131513762978,3.9079552347824653
890,3.6058005272790714,3.9052574248940424
891,3.5929370730000016,3.902493527974626
893,3.4275551828319024,3.8983274021400405
894,3.629166606376421,3.8959868734812266
899,3.5429128750520427,3.8929431321154575
917,3.5513597006719273,3.8900236156073933
918,3.4177444001328148,3.8860212493745574
924,3.6165930521443865,3.8837571468768246
929,3.759367502472525,3.882720566506789
937,3.7404674125598074,3.8815449206064003
940,3.7150378664884673,3.8801801086874006
941,3.9003417606186286,3.88034402455676
948,3.5026000675875695,3.877297702323138
962,3.640901516080478,3.8754065328331966
976,3.618795316771966,3.87336993588033
979,3.5013618004996743,3.870440737963947
990,3.5742611228733945,3.868126834721052
995,3.62681557557701,3.8662562048052065
1003,3.4391214737777855,3.8629705530280725
1011,3.915613179232891,3.863372405136506
1013,3.8726603230698906,3.863442768151153
1020,3.876067156686427,3.863537688365704
1023,3.91589548435489,3.8639284181865188
1024,3.76946501967944,3.8632286893086882
1032,3.780382049685841,3.8626195228408733
1035,3.6110680645907296,3.860783380809851
1036,3.6413580071904796,3.8591933418705793
1054,3.7316491656305213,3.8582757578688525
1061,3.874924333206981,3.858394676264125
1070,3.827408648748262,3.8581749172037285
1071,4.0392472470837495,3.8594500744564044
1076,3.979754505041574,3.8602913641807763
1079,3.8222083950966863,3.8600268991176927
1081,3.6356084796464736,3.8584791858799603
1084,3.900868947294482,3.858769526711567
1086,3.9429023299768127,3.8593418587065687
1088,3.957532049930804,3.8600053059445703
1102,3.7186122664581687,3.8590563593708365
1105,3.7486281450885026,3.8583201712756203
1106,4.015459882793961,3.8593608316168013
1116,3.8765064839179484,3.859473631960888
1118,3.8846185566420357,3.859637977873837
1120,3.8850925552445115,3.8598032673372824
1123,3.7947348241957704,3.859383470929918
1125,3.8886076568005734,3.8595708054547297
1128,3.845195115176275,3.859479240548497
1135,3.8901196302922845,3.859673167065863
1138,3.8596074371164524,3.859672753669954
1139,3.786742602772251,3.859216940226844
1141,3.8438512778921723,3.8591215013303555
1144,3.7306445359289104,3.8583284336426926
1154,4.126809151627488,3.8599755546119248
1156,3.9534374275317776,3.860545444080948
1157,4.081740651856438,3.861886021097769
1158,3.9756914693638175,3.8625715960873235
1159,3.9254959652415145,3.8629483887169895
1160,4.144599302618608,3.8646248822521185
1162,4.1606999129808395,3.8663768055108685
