Iteration,Result,Mean
0,10.493470191955566,10.493470191955566
1,11.109441757202148,10.801456451416016
2,11.775297164916992,11.126070976257324
3,11.933540344238281,11.327938079833984
4,11.944486618041992,11.451248168945312
5,12.211655616760254,11.577982902526855
6,11.780867576599121,11.606966018676758
7,9.657038688659668,11.363224983215332
8,10.370826721191406,11.252958297729492
9,10.050508499145508,11.132713317871094
10,10.160640716552734,11.044342994689941
11,10.40799331665039,10.991313934326172
12,10.989762306213379,10.991194725036621
13,10.999847412109375,10.991812705993652
14,13.27975845336914,11.144342422485352
15,12.339491844177246,11.219038963317871
16,11.548944473266602,11.238445281982422
17,12.260629653930664,11.295233726501465
18,12.582902908325195,11.363005638122559
19,11.811594009399414,11.385435104370117
20,11.59807300567627,11.395561218261719
21,11.221880912780762,11.387665748596191
22,10.437156677246094,11.34634017944336
23,11.12250804901123,11.337013244628906
24,12.480222702026367,11.382741928100586
25,14.0166015625,11.484044075012207
26,12.784279823303223,11.532200813293457
27,12.663583755493164,11.572607040405273
28,12.32194995880127,11.5984468460083
29,10.076473236083984,11.547714233398438
30,10.56003475189209,11.515852928161621
31,12.943717002868652,11.560474395751953
32,11.786983489990234,11.567337989807129
33,10.452710151672363,11.534554481506348
34,12.574111938476562,11.564255714416504
35,10.960683822631836,11.547490119934082
36,11.627471923828125,11.549652099609375
37,10.765109062194824,11.529006004333496
38,11.896180152893066,11.538420677185059
39,11.378246307373047,11.534416198730469
40,11.910834312438965,11.543597221374512
41,10.057733535766602,11.508219718933105
42,12.408145904541016,11.52914810180664
43,12.90284538269043,11.560367584228516
44,11.308574676513672,11.554773330688477
45,9.099396705627441,11.501396179199219
46,11.373562812805176,11.498675346374512
47,12.244617462158203,11.514216423034668
48,10.806337356567383,11.49976921081543
49,10.572609901428223,11.481226921081543
50,9.925215721130371,11.450716972351074
51,10.259035110473633,11.427800178527832
52,11.676825523376465,11.432498931884766
53,10.210487365722656,11.409869194030762
54,11.816690444946289,11.417265892028809
55,10.060080528259277,11.393030166625977
56,10.947808265686035,11.38521957397461
57,12.438310623168945,11.403375625610352
58,12.591151237487793,11.423507690429688
59,11.462850570678711,11.424162864685059
60,11.23057746887207,11.420989036560059
61,12.573368072509766,11.439576148986816
62,9.979180335998535,11.41639518737793
63,12.190579414367676,11.428491592407227
64,12.68581485748291,11.447834968566895
65,12.016209602355957,11.456446647644043
66,8.671829223632812,11.414885520935059
67,11.287827491760254,11.413017272949219
68,8.328948974609375,11.368319511413574
69,12.443872451782227,11.383684158325195
70,12.13101577758789,11.394210815429688
71,10.580683708190918,11.382911682128906
72,11.368082046508789,11.382708549499512
73,11.53245735168457,11.384732246398926
74,10.350566864013672,11.370944023132324
75,11.054176330566406,11.366776466369629
76,7.119217872619629,11.311613082885742
77,9.762018203735352,11.291746139526367
78,11.798094749450684,11.298155784606934
79,11.311485290527344,11.298322677612305
80,12.831083297729492,11.317244529724121
81,10.964357376098633,11.312941551208496
82,11.01636791229248,11.309368133544922
83,12.712292671203613,11.326069831848145
84,10.718337059020996,11.31891918182373
85,11.047139167785645,11.31575870513916
86,11.848905563354492,11.321887016296387
87,8.293035507202148,11.287467956542969
88,11.632139205932617,11.291340827941895
89,12.2406587600708,11.301888465881348
90,12.273475646972656,11.312565803527832
91,12.065924644470215,11.320754051208496
92,6.92160701751709,11.273451805114746
93,8.592546463012695,11.2449312210083
94,9.45514965057373,11.226092338562012
95,11.100983619689941,11.224788665771484
96,9.44809627532959,11.206472396850586
97,9.934041976928711,11.193489074707031
98,9.204010009765625,11.173393249511719
99,9.335898399353027,11.155017852783203
100,9.322809219360352,11.136877059936523
101,10.167430877685547,11.127372741699219
102,9.182401657104492,11.108489990234375
103,9.2808837890625,11.090916633605957
104,9.50345230102539,11.075797080993652
105,10.213092803955078,11.067659378051758
106,7.259037971496582,11.032064437866211
107,9.763347625732422,11.020317077636719
108,10.228100776672363,11.013049125671387
109,8.493145942687988,10.990140914916992
110,9.27466106414795,10.974686622619629
111,7.342358589172363,10.942255020141602
112,9.922860145568848,10.933234214782715
113,8.307756423950195,10.910202980041504
114,9.399223327636719,10.897064208984375
115,8.561430931091309,10.87692928314209
116,11.269512176513672,10.880284309387207
117,10.373162269592285,10.87598705291748
118,9.97799301147461,10.868440628051758
119,10.383213996887207,10.864397048950195
120,11.289295196533203,10.867908477783203
121,9.325145721435547,10.855263710021973
122,9.564924240112305,10.844773292541504
123,8.524388313293457,10.82606029510498
124,8.560896873474121,10.807939529418945
125,8.204605102539062,10.787278175354004
126,8.323978424072266,10.767881393432617
127,9.618005752563477,10.758898735046387
128,9.798937797546387,10.751457214355469
129,9.004416465759277,10.738018035888672
130,9.069345474243164,10.72528076171875
131,10.719204902648926,10.725234985351562
132,7.477891445159912,10.700818061828613
133,9.58069133758545,10.692459106445312
134,13.290804862976074,10.711706161499023
135,12.977324485778809,10.728364944458008
136,6.910688400268555,10.700498580932617
137,7.4670610427856445,10.677067756652832
138,9.387396812438965,10.667789459228516
139,5.553470134735107,10.631258964538574
140,8.720017433166504,10.617703437805176
141,8.21258544921875,10.6007661819458
142,9.785921096801758,10.595067977905273
143,9.314882278442383,10.586177825927734
144,10.440068244934082,10.58517074584961
145,9.692330360412598,10.579055786132812
146,9.688440322875977,10.572997093200684
147,9.498810768127441,10.565738677978516
148,10.376054763793945,10.56446647644043
149,10.501312255859375,10.564044952392578
150,8.395469665527344,10.549684524536133
151,13.684059143066406,10.570304870605469
152,7.895961761474609,10.552825927734375
153,8.572164535522461,10.53996467590332
154,9.846234321594238,10.53548812866211
155,11.945561408996582,10.544527053833008
156,10.128744125366211,10.541879653930664
157,12.125572204589844,10.551902770996094
158,12.218374252319336,10.562383651733398
159,9.919017791748047,10.55836296081543
160,9.894439697265625,10.554239273071289
161,9.415828704833984,10.547211647033691
162,8.15477180480957,10.5325345993042
163,11.175856590270996,10.536457061767578
164,10.159528732299805,10.534173011779785
165,9.50819206237793,10.527992248535156
166,8.541282653808594,10.516096115112305
167,11.853605270385742,10.524057388305664
168,10.914826393127441,10.526369094848633
169,11.3222074508667,10.531050682067871
170,10.051560401916504,10.528246879577637
171,10.992218017578125,10.530943870544434
172,10.910805702209473,10.5331392288208
173,10.276905059814453,10.53166675567627
174,8.855523109436035,10.522088050842285
175,8.063556671142578,10.508119583129883
176,9.273941040039062,10.501147270202637
177,6.234807968139648,10.477178573608398
178,8.94419002532959,10.46861457824707
179,8.541839599609375,10.457910537719727
180,10.016057968139648,10.455470085144043
181,10.214766502380371,10.454147338867188
182,9.49903392791748,10.448927879333496
183,11.159316062927246,10.452788352966309
184,10.452309608459473,10.45278549194336
185,7.618136882781982,10.437545776367188
186,6.533303737640381,10.416667938232422
187,13.580282211303711,10.43349552154541
188,8.700007438659668,10.424323081970215
189,8.912712097167969,10.416367530822754
190,16.408170700073242,10.447738647460938
191,12.04929256439209,10.456080436706543
192,9.699790954589844,10.45216178894043
193,10.483960151672363,10.452325820922852
194,11.103116989135742,10.455663681030273
195,9.876277923583984,10.452707290649414
196,12.063077926635742,10.460882186889648
197,10.329090118408203,10.460216522216797
198,13.760601043701172,10.476800918579102
199,13.462058067321777,10.491726875305176
200,12.061473846435547,10.499537467956543
201,10.72374439239502,10.500646591186523
202,10.834848403930664,10.502293586730957
203,11.931924819946289,10.50930118560791
204,12.341079711914062,10.518237113952637
205,10.7041015625,10.519139289855957
206,12.212118148803711,10.527318000793457
207,10.355277061462402,10.526490211486816
208,11.289539337158203,10.530141830444336
209,12.474688529968262,10.539401054382324
210,12.357397079467773,10.548016548156738
211,12.335399627685547,10.556447982788086
212,12.773933410644531,10.566859245300293
213,10.836174011230469,10.568117141723633
214,9.947815895080566,10.565232276916504
215,11.500165939331055,10.569561004638672
216,12.304450988769531,10.577555656433105
217,11.371994018554688,10.58120059967041
218,12.484500885009766,10.58989143371582
219,11.823729515075684,10.595499992370605
220,11.12710952758789,10.597906112670898
221,12.126607894897461,10.604792594909668
222,10.815377235412598,10.60573673248291
223,11.079560279846191,10.6078519821167
224,11.33250617980957,10.61107349395752
225,14.343570709228516,10.627588272094727
226,12.449936866760254,10.635616302490234
227,10.997669219970703,10.63720417022705
228,9.208809852600098,10.630966186523438
229,12.200322151184082,10.637789726257324
230,13.226476669311523,10.648996353149414
231,13.10956859588623,10.659603118896484
232,10.746983528137207,10.659977912902832
233,11.66079044342041,10.664255142211914
