Iteration,Result,Mean
13,3.744936048932239,3.744936048932239
15,3.6107579248757506,3.6778469869039947
19,3.667024050436859,3.6742393414149497
23,3.7480401195512614,3.6926895359490275
24,3.601662758381773,3.6744841804355763
33,3.6265269968395497,3.666491316502905
34,3.7260117795380494,3.67499423979364
38,3.65954549855069,3.6730631471382713
51,3.792766849222694,3.686363558480985
56,3.733525990011719,3.6910798016340585
59,3.644079425637266,3.6868070401798048
61,3.747421108364737,3.691858212528549
62,3.7910473055772713,3.699488142763066
82,3.6665576428048716,3.697135964194623
84,3.954451858676028,3.7142903571600505
94,3.801774743483026,3.719758131305236
96,3.72281380668716,3.719937876915938
98,3.5486716445748763,3.7104230862303234
100,3.6060095399439054,3.7049276364257757
109,3.6107489887674786,3.700218704042861
110,3.6152521309698478,3.69617267675367
121,3.442645443535313,3.6846487116073807
127,3.788093709149131,3.6891463201961527
128,3.7897573700334393,3.6933384472727067
139,3.737686485781526,3.695112368813059
148,3.827630584672762,3.700209223269202
149,3.458026322763985,3.691239486213453
154,3.7058397164673345,3.6917609230082347
159,3.733483961816919,3.693199648484396
173,3.5430005112198537,3.6881930105755782
175,3.7518449536519203,3.690246299061912
176,3.453804227001063,3.68285748431001
185,3.7085871702169566,3.683637171761736
186,3.4998553160047594,3.678231823063001
191,3.705409160577756,3.679008318420565
196,3.5633364928675584,3.675795212155204
202,3.537945696128713,3.672069549559893
212,3.5020943447617636,3.667596517854679
214,3.585818895810994,3.665499655750995
215,3.3246186624770386,3.656977630919146
217,3.5383438935084843,3.6540841251286422
218,3.3561544969808232,3.646990562553694
222,3.7965270894770047,3.650468156203073
232,3.6884406554484075,3.6513311675495577
239,3.686563721122916,3.6521141131845214
256,3.5336028670260835,3.6495377817462944
257,3.6796446383866828,3.650178353164175
261,3.762196472600921,3.652512063985774
275,3.60263462812167,3.651494157131405
279,3.4822760309517737,3.648109794607812
280,3.5190330352087402,3.64557887775685
325,3.607899005789564,3.644854264834402
331,3.7126171225305407,3.6461328093192344
332,3.6513170685262475,3.6462288141193646
339,3.43438954868989,3.642377191111556
352,3.286844647407484,3.636028395688269
353,3.3884195710903033,3.631684381221638
369,3.3788395436041063,3.6273249874696116
373,3.4511843745488022,3.6243395533523097
388,3.4361401703399426,3.62120289696877
396,3.540777884439303,3.6198844541404185
397,3.534927884830016,3.6185141868934765
398,3.409003795050233,3.615188625118187
404,3.434950606329142,3.6123724060746083
405,3.4319095004313023,3.6095960536800957
414,3.5155255615946768,3.608170743193953
422,3.5799004985614307,3.607748799244214
432,3.5629849632451616,3.6070905075383455
435,3.5504186592552043,3.6062691764038073
439,3.6583781565296376,3.6070135904056047
441,3.6370147377339417,3.607436141776426
443,3.7587008770343098,3.60953704087723
447,3.7067643843487676,3.6108689222946486
448,3.6827871127425444,3.611840789733133
449,3.46454003660137,3.609876779691376
453,3.777128527977122,3.612077460589873
458,3.6029204207845833,3.611958537994999
464,3.749318532745737,3.613719563568727
466,3.6841325484832272,3.614610867175239
469,3.6648526697292487,3.6152388897071646
474,3.501810409928132,3.613838538104954
482,3.757325369250789,3.6155883775091717
483,3.556197684021985,3.6148728269852297
488,3.460761545232821,3.6130381688691293
490,3.4396367543352397,3.610998152227554
500,3.6018369577329707,3.6108916267101754
502,3.560038365845464,3.610307106470351
512,3.621821171752066,3.61043794812128
535,3.255986685316721,3.6064553496628013
545,3.58511807357436,3.606218268817374
557,3.3817109808149928,3.603751155762403
591,3.3604395137676577,3.60110646400159
626,3.3633619462072173,3.5985500713371343
635,3.3542158555509207,3.595950771169196
654,3.45499236502596,3.5944669984729516
670,3.4042921640218715,3.592486010614086
677,3.459612916455334,3.591116184901109
758,3.1606629613540034,3.5867238050689956
810,3.275911691190976,3.5835842887671974
817,3.160069648493472,3.57934914236446
821,3.236636314971602,3.5759559460536394
825,3.450667032114529,3.574727623367962
836,3.3189501876931176,3.572244347293449
861,3.2372210962460692,3.5690229698795317
865,3.2690211536178446,3.5661658097246587
872,3.3877742445190964,3.564482870430267
873,3.52118110317743,3.5640781810166886
879,3.200959267345546,3.5607159688530667
885,3.1186869769068557,3.5566606570003496
887,3.2651345418408795,3.554010419589809
888,3.349899185182398,3.5521715796401927
890,3.2288599972391654,3.5492848690830407
891,3.384937827095574,3.5478304704813817
893,3.194872757127534,3.5447343501888042
894,3.3815981624459868,3.5433157746432147
899,3.1480004045631222,3.5399078835218343
917,3.3508657602760565,3.538292138878708
918,3.1695467778336144,3.535167178191885
924,3.371308334899205,3.5337902131221988
929,3.4508880795860994,3.5330993620093976
937,3.472594684168691,3.532599323349557
940,3.537312254885443,3.5326379539359167
941,3.6324231811901675,3.533449215946114
948,3.204587607164926,3.5307971061978787
962,3.3603213756774566,3.5294333003537153
976,3.3254567083800293,3.5278144385126544
979,3.220426401804525,3.525394060270858
990,3.301080445273443,3.5236416101536907
995,3.336206854379429,3.5221886275507894
1003,3.011496307789651,3.518260225091088
1011,3.5841918859444846,3.5187635202121066
1013,3.5176768347863416,3.5187552877467603
1020,3.4388614609137753,3.5181545822818503
1023,3.618144875309928,3.518900778498478
1024,3.510997856355883,3.5188422383344586
1032,3.3278410043607978,3.517437817496417
1035,3.312389733120904,3.51594111615061
1036,3.332378220515046,3.5146109502402076
1054,3.5055834293615686,3.5145460040468364
1061,3.50816237982827,3.5145004067309893
1070,3.4554851344358792,3.5140818587005276
1071,3.7972316794860865,3.5160758715229607
1076,3.602245305150424,3.516678454974901
1079,3.440898042027884,3.516152202107213
1081,3.3382320895241104,3.5149251668480197
1084,3.518274803730774,3.5149481095663946
1086,3.560826873566535,3.5152602100017694
1088,3.707522864526277,3.5165592819917997
1102,3.3713054184908344,3.5155844238474976
1105,3.403347679775053,3.514836178887015
1106,3.57680966418354,3.515246599319442
1116,3.5275552481624435,3.5153275772723567
1118,3.5675301153962504,3.51566877033199
1120,3.4290570814694714,3.515106356767948
1123,3.457926307904523,3.5147374532268936
1125,3.5088090555857248,3.5146994506779117
1128,3.4931700215040005,3.514562320555785
1135,3.495655185808445,3.514442655145992
1138,3.485238856331793,3.5142589834553366
1139,3.444997611700296,3.513826099881867
1141,3.553073527094337,3.514069872721696
1144,3.419756636252885,3.5134876922496665
1154,3.686842833188635,3.514551220721685
1156,3.592676737399512,3.515027595823379
1157,3.6950239090656054,3.5161184825703016
1158,3.6330109862103517,3.5168226542789767
1159,3.538301604658351,3.5169512707483146
