Iteration,Result,Mean
0,10.863433837890625,10.863433837890625
1,11.467681884765625,11.165557861328125
2,12.24483871459961,11.525318145751953
3,12.471562385559082,11.761878967285156
4,12.293834686279297,11.868269920349121
5,12.683467864990234,12.004136085510254
6,12.477941513061523,12.071823120117188
7,10.186769485473633,11.836191177368164
8,10.724100112915039,11.712625503540039
9,11.052717208862305,11.646635055541992
10,10.702131271362305,11.560770988464355
11,11.68087387084961,11.570778846740723
12,11.354613304138184,11.55415153503418
13,11.19655990600586,11.528609275817871
14,13.416780471801758,11.654486656188965
15,12.769036293029785,11.724146842956543
16,11.61736011505127,11.717864990234375
17,12.570291519165039,11.765222549438477
18,12.868831634521484,11.823307037353516
19,11.952224731445312,11.829752922058105
20,12.007797241210938,11.838231086730957
21,11.622978210449219,11.828446388244629
22,10.7401762008667,11.78113079071045
23,11.354340553283691,11.763347625732422
24,12.707575798034668,11.801116943359375
25,14.302772521972656,11.897334098815918
26,13.145379066467285,11.943558692932129
27,12.871464729309082,11.97669792175293
28,12.536609649658203,11.996005058288574
29,10.27176284790039,11.938530921936035
30,11.054691314697266,11.910019874572754
31,13.583032608032227,11.962301254272461
32,12.293787956237793,11.972346305847168
33,10.641459465026855,11.933202743530273
34,13.013094902038574,11.964056015014648
35,11.405119895935059,11.948530197143555
36,12.421102523803711,11.961302757263184
37,11.087905883789062,11.938319206237793
38,12.440958976745605,11.951207160949707
39,11.876724243164062,11.949345588684082
40,12.1871337890625,11.955144882202148
41,10.527046203613281,11.921142578125
42,13.387725830078125,11.955248832702637
43,13.475624084472656,11.989803314208984
44,11.396321296691895,11.976613998413086
45,9.445002555847168,11.921579360961914
46,11.529552459716797,11.913237571716309
47,12.387227058410645,11.923111915588379
48,11.124176979064941,11.906807899475098
49,11.50190258026123,11.898709297180176
50,10.24323558807373,11.866249084472656
51,10.72170639038086,11.84423828125
52,12.250263214111328,11.851899147033691
53,10.682507514953613,11.830243110656738
54,12.615646362304688,11.844523429870605
55,10.289889335632324,11.816762924194336
56,11.733476638793945,11.815300941467285
57,12.834454536437988,11.832873344421387
58,13.018625259399414,11.852970123291016
59,11.772583961486816,11.851630210876465
60,11.385637283325195,11.84399127960205
61,12.928792953491211,11.86148738861084
62,10.312670707702637,11.83690357208252
63,13.009084701538086,11.855218887329102
64,12.928146362304688,11.871726036071777
65,12.228080749511719,11.877124786376953
66,9.69084358215332,11.844493865966797
67,11.398486137390137,11.837935447692871
68,8.424346923828125,11.78846263885498
69,13.005748748779297,11.805851936340332
70,12.812070846557617,11.820024490356445
71,11.145991325378418,11.810663223266602
72,11.870488166809082,11.811482429504395
73,11.997933387756348,11.81400203704834
74,10.898887634277344,11.801799774169922
75,11.575538635253906,11.798823356628418
76,7.253954887390137,11.739799499511719
77,9.738116264343262,11.714136123657227
78,12.189774513244629,11.7201566696167
