Iteration,Result,Mean
13,4.067855971376696,4.067855971376696
15,4.119308380126946,4.093582175751822
19,4.117472437259255,4.1015455962543
23,4.094862918613705,4.0998749268441514
24,3.9370739064051077,4.067314722756342
33,4.064908684091037,4.066913716312125
34,4.1207502349500755,4.074604647546118
38,4.102171007997363,4.078050442602524
51,4.175715215043393,4.088902083984842
56,4.182942513990928,4.098306126985451
59,4.040282667996467,4.093031267077361
61,4.155443599865989,4.098232294809747
62,4.2249780792726295,4.1079819705376615
82,4.1120816628349335,4.108274805701752
84,4.2967309977464225,4.120838551838063
94,4.180554831873496,4.124570819340278
96,4.128311265928528,4.124790845610175
98,3.9572994039835616,4.115485765519807
100,4.008206393596325,4.109839482786993
109,4.112138649636013,4.109954441129443
110,3.9541434896824965,4.102534872012922
121,3.913796965353668,4.093955876255683
127,4.231005378966391,4.0999145502865835
128,4.189758874566543,4.103658063798249
139,4.19595455862901,4.107349923591479
148,4.227252239753357,4.111961551136167
149,3.912979577563914,4.1045918484112685
154,4.260462870604327,4.110158670632449
159,4.219295441811288,4.11392200756965
173,3.93421913388276,4.107931911780088
175,4.1235547619613175,4.108435874689159
176,3.958465155557982,4.10374928971631
185,4.0676888883048345,4.102656550279599
186,3.9771926386086616,4.098966435230454
191,4.059249565113163,4.097831667512817
196,3.957102881894507,4.093922534578976
202,3.9733731798178877,4.090664443909756
212,3.798360502741345,4.08297223493164
214,3.992792169458168,4.080659925560526
215,3.686286344434574,4.070800586032377
217,3.830625252531494,4.06494265106894
218,3.7573681036575417,4.057619447559145
222,3.978321898722956,4.055775318516443
232,3.9806754020179063,4.0540685022323855
239,4.066460851796008,4.054343887778243
256,3.989811783310892,4.052941015941997
257,4.10101612008194,4.053963890498165
261,4.234173875121337,4.057718265177815
275,4.132151247268189,4.059237305628639
279,4.040632784500528,4.058865215206077
280,4.0118756669925615,4.057943851515615
325,4.183298674966228,4.060354521197358
331,4.153301164439375,4.0621082314472075
332,4.132303683581302,4.063408147227469
339,3.8898366893834075,4.060252302539395
352,3.663308349625415,4.053164017665931
353,3.7354137947915387,4.047589452352345
369,3.815706907446651,4.043591477440177
373,3.9461978011552086,4.041940737164161
388,3.7615855196147976,4.037268150205006
396,3.9666343502092682,4.036110219057535
397,3.9324576498658237,4.03443840342541
398,3.811611986454651,4.030901476171906
404,3.9518139311973757,4.029665733281679
405,3.9497350592114144,4.028436030603675
414,3.923843104920518,4.026851289305446
422,4.081970754670251,4.02767396789298
432,3.998578686929006,4.027246096114099
435,4.027061592952512,4.027243422155236
439,4.1546889815347985,4.029064073003514
441,4.092038246926609,4.029951033199614
443,4.101552039327958,4.030945491618064
447,4.1561944704074545,4.032661231053535
448,4.1459289404268915,4.034191875774796
449,3.9289882514253978,4.03278916078347
453,4.21487047389155,4.035184967534892
458,4.043640040674278,4.03529477367956
464,4.238651203260951,4.037901907392142
466,4.165246867418417,4.039513868911461
469,3.9996590036392545,4.039015683095559
